Invoice ID,City,Customer type,Gender,Product line,Unit price,Quantity,Total,Time,Payment,Rating,Data
239-36-3640,Manaus,Normal,Homem,Acessorios Eletronicos,45.35,6,272.1,13:44,Pix,6.1,2025-01-01
468-01-2051,Manaus,Normal,Homem,Alimentos e Bebidas,62.08,7,434.56,13:46,Pix,5.4,2025-01-01
389-25-3394,São Paulo,Normal,Homem,Acessorios Eletronicos,11.81,5,59.05,18:06,Debito,9.4,2025-01-01
279-62-1445,São Paulo,Membro,Mulher,Moda,12.54,1,12.54,12:38,Debito,8.2,2025-01-01
213-72-6612,Rio de Janeiro,Normal,Homem,Alimentos e Bebidas,43.25,2,86.5,15:56,Debito,6.2,2025-01-01
746-68-6593,São Paulo,Membro,Mulher,Esportes e Viagens,87.16,2,174.32,14:29,Cartao de Credito,9.7,2025-01-01
836-82-5858,Manaus,Membro,Homem,Saude e Beleza,69.37,9,624.33,19:14,Pix,4.0,2025-01-01
583-72-1480,São Paulo,Membro,Homem,Acessorios Eletronicos,37.06,4,148.24,16:24,Pix,9.7,2025-01-01
466-61-5506,Manaus,Membro,Mulher,Acessorios Eletronicos,90.7,6,544.2,10:52,Debito,5.3,2025-01-01
721-86-6247,Rio de Janeiro,Normal,Mulher,Casa e Estilo de Vida,63.42,8,507.36,12:55,Pix,7.4,2025-01-01
289-65-5721,Manaus,Normal,Mulher,Moda,81.37,2,162.74,19:28,Debito,6.5,2025-01-01
545-46-3100,Manaus,Membro,Mulher,Acessorios Eletronicos,10.59,3,31.77,13:52,Cartao de Credito,8.7,2025-01-01
418-02-5978,Manaus,Normal,Mulher,Saude e Beleza,84.09,9,756.81,10:54,Debito,8.0,2025-01-01
269-04-5750,Manaus,Membro,Homem,Moda,73.82,4,295.28,18:31,Debito,6.7,2025-01-01
157-13-5295,Rio de Janeiro,Membro,Homem,Saude e Beleza,51.94,10,519.4,18:24,Pix,6.5,2025-01-01
645-78-8093,Rio de Janeiro,Normal,Mulher,Esportes e Viagens,93.14,2,186.28,18:09,Pix,4.1,2025-01-01
211-30-9270,São Paulo,Normal,Homem,Saude e Beleza,17.41,5,87.05,15:16,Cartao de Credito,4.9,2025-01-01
755-12-3214,São Paulo,Membro,Mulher,Moda,44.22,5,221.1,17:07,Cartao de Credito,8.6,2025-01-01
346-84-3103,Manaus,Membro,Mulher,Acessorios Eletronicos,13.22,5,66.1,19:26,Debito,4.3,2025-01-01
478-06-7835,Rio de Janeiro,Normal,Homem,Moda,89.69,1,89.69,11:20,Pix,4.9,2025-01-01
540-11-4336,Rio de Janeiro,Normal,Homem,Alimentos e Bebidas,24.94,9,224.46,16:49,Cartao de Credito,5.6,2025-01-01
448-81-5016,Rio de Janeiro,Normal,Homem,Saude e Beleza,59.77,2,119.54,12:01,Cartao de Credito,5.8,2025-01-01
142-72-4741,São Paulo,Membro,Homem,Moda,93.2,2,186.4,18:37,Cartao de Credito,6.0,2025-01-01
217-58-1179,Rio de Janeiro,Membro,Homem,Casa e Estilo de Vida,62.65,4,250.6,11:25,Debito,4.2,2025-01-01
376-02-8238,Manaus,Normal,Homem,Casa e Estilo de Vida,93.87,8,750.96,18:42,Cartao de Credito,8.3,2025-01-01
530-90-9855,Rio de Janeiro,Membro,Homem,Casa e Estilo de Vida,47.59,8,380.72,14:47,Debito,5.7,2025-01-01
866-05-7563,Manaus,Membro,Mulher,Acessorios Eletronicos,81.4,3,244.2,19:43,Debito,4.8,2025-01-01
604-70-6476,Rio de Janeiro,Membro,Homem,Moda,17.94,5,89.7,14:04,Pix,6.8,2025-01-01
799-71-1548,Rio de Janeiro,Membro,Homem,Acessorios Eletronicos,77.72,4,310.88,16:11,Cartao de Credito,8.8,2025-01-01
785-13-7708,Manaus,Normal,Homem,Alimentos e Bebidas,73.06,7,511.42,19:06,Cartao de Credito,4.2,2025-01-01
845-51-0542,Manaus,Membro,Homem,Alimentos e Bebidas,46.55,9,418.95,15:34,Pix,6.4,2025-01-01
662-47-5456,São Paulo,Membro,Homem,Moda,35.19,10,351.9,19:06,Cartao de Credito,8.4,2025-01-01
883-17-4236,São Paulo,Normal,Mulher,Esportes e Viagens,14.39,2,28.78,19:44,Cartao de Credito,7.2,2025-01-01
290-68-2984,Rio de Janeiro,Normal,Homem,Casa e Estilo de Vida,23.75,4,95.0,11:22,Debito,5.2,2025-01-01
704-11-6354,Rio de Janeiro,Membro,Homem,Casa e Estilo de Vida,58.9,8,471.2,11:23,Debito,8.9,2025-01-01
110-48-7033,Manaus,Membro,Homem,Moda,32.62,4,130.48,14:12,Debito,9.0,2025-01-01
366-93-0948,Rio de Janeiro,Membro,Homem,Acessorios Eletronicos,66.35,1,66.35,10:46,Cartao de Credito,9.7,2025-01-01
729-09-9681,Rio de Janeiro,Membro,Homem,Casa e Estilo de Vida,25.91,6,155.46,10:16,Pix,8.7,2025-01-01
151-16-1484,Rio de Janeiro,Membro,Homem,Acessorios Eletronicos,32.25,4,129.0,12:38,Pix,6.5,2025-01-01
380-94-4661,São Paulo,Membro,Homem,Acessorios Eletronicos,65.94,4,263.76,13:05,Cartao de Credito,6.9,2025-01-01
850-41-9669,Rio de Janeiro,Normal,Mulher,Acessorios Eletronicos,75.06,9,675.54,13:25,Pix,6.2,2025-01-01
821-07-3596,São Paulo,Normal,Mulher,Moda,16.45,4,65.8,14:53,Pix,5.6,2025-01-01
655-85-5130,Manaus,Membro,Mulher,Moda,38.3,4,153.2,19:22,Debito,5.7,2025-01-01
447-15-7839,Rio de Janeiro,Membro,Mulher,Esportes e Viagens,22.24,10,222.4,11:00,Debito,4.2,2025-01-01
154-74-7179,Manaus,Normal,Homem,Esportes e Viagens,54.45,1,54.45,19:24,Pix,7.9,2025-01-01
253-12-6086,Rio de Janeiro,Membro,Mulher,Esportes e Viagens,98.4,7,688.8,12:43,Cartao de Credito,8.7,2025-01-01
808-65-0703,São Paulo,Normal,Homem,Casa e Estilo de Vida,35.47,4,141.88,17:22,Cartao de Credito,6.9,2025-01-01
571-94-0759,Manaus,Membro,Mulher,Alimentos e Bebidas,74.6,10,746.0,20:55,Debito,9.5,2025-01-01
144-51-6085,Rio de Janeiro,Membro,Homem,Casa e Estilo de Vida,70.74,4,282.96,16:05,Cartao de Credito,4.4,2025-01-01
731-14-2199,Rio de Janeiro,Membro,Mulher,Casa e Estilo de Vida,35.54,10,355.4,13:34,Pix,7.0,2025-01-01
783-09-1637,Manaus,Normal,Mulher,Esportes e Viagens,67.43,5,337.15,18:13,Pix,6.3,2025-01-01
687-15-1097,São Paulo,Membro,Mulher,Saude e Beleza,21.12,2,42.24,19:17,Debito,9.7,2025-01-01
126-54-1082,Rio de Janeiro,Membro,Mulher,Casa e Estilo de Vida,21.54,9,193.86,11:44,Cartao de Credito,8.8,2025-01-01
633-91-1052,Rio de Janeiro,Normal,Mulher,Casa e Estilo de Vida,12.03,2,24.06,15:51,Debito,5.1,2025-01-01
477-24-6490,Manaus,Normal,Mulher,Saude e Beleza,99.71,6,598.26,16:52,Pix,7.9,2025-01-01
566-19-5475,Manaus,Normal,Homem,Moda,47.97,7,335.79,20:52,Debito,6.2,2025-01-01
526-86-8552,São Paulo,Membro,Mulher,Casa e Estilo de Vida,21.82,10,218.2,17:36,Debito,7.1,2025-01-01
376-56-3573,São Paulo,Normal,Mulher,Moda,95.42,4,381.68,13:23,Pix,6.4,2025-01-01
537-72-0426,São Paulo,Membro,Homem,Moda,70.99,10,709.9,16:28,Debito,5.7,2025-01-01
828-61-5674,Rio de Janeiro,Membro,Homem,Esportes e Viagens,44.02,10,440.2,19:57,Cartao de Credito,9.6,2025-01-01
136-08-6195,Rio de Janeiro,Normal,Mulher,Casa e Estilo de Vida,69.96,8,559.68,17:01,Cartao de Credito,6.4,2025-01-01
523-38-0215,São Paulo,Normal,Homem,Casa e Estilo de Vida,37.0,1,37.0,13:29,Cartao de Credito,7.9,2025-01-01
490-29-1201,Rio de Janeiro,Normal,Mulher,Esportes e Viagens,15.34,1,15.34,11:09,Debito,6.5,2025-01-01
667-92-0055,Rio de Janeiro,Membro,Homem,Saude e Beleza,99.83,6,598.98,15:02,Pix,8.5,2025-01-01
565-17-3836,Rio de Janeiro,Membro,Mulher,Saude e Beleza,47.67,4,190.68,14:21,Debito,9.1,2025-01-01
498-41-1961,Manaus,Normal,Homem,Saude e Beleza,66.68,5,333.4,18:01,Debito,7.6,2025-01-01
593-95-4461,São Paulo,Membro,Homem,Casa e Estilo de Vida,74.86,1,74.86,14:49,Debito,6.9,2025-01-01
226-71-3580,São Paulo,Normal,Mulher,Esportes e Viagens,23.75,9,213.75,12:02,Debito,9.5,2025-01-01
283-79-9594,Manaus,Normal,Mulher,Alimentos e Bebidas,48.51,7,339.57,13:30,Cartao de Credito,5.2,2025-01-01
430-60-3493,Rio de Janeiro,Membro,Mulher,Casa e Estilo de Vida,94.88,7,664.16,14:38,Debito,4.2,2025-01-01
139-20-0155,Manaus,Membro,Homem,Acessorios Eletronicos,40.3,10,403.0,17:37,Cartao de Credito,7.0,2025-01-01
558-80-4082,São Paulo,Normal,Homem,Acessorios Eletronicos,27.85,7,194.95,17:20,Pix,6.0,2025-01-01
278-97-7759,Rio de Janeiro,Membro,Mulher,Acessorios Eletronicos,62.48,1,62.48,20:29,Debito,4.7,2025-01-01
316-68-6352,Rio de Janeiro,Membro,Mulher,Alimentos e Bebidas,36.36,2,72.72,10:00,Debito,7.1,2025-01-01
585-03-5943,Manaus,Normal,Homem,Saude e Beleza,18.11,10,181.1,11:46,Pix,5.9,2025-01-01
211-05-0490,São Paulo,Membro,Mulher,Acessorios Eletronicos,51.92,5,259.6,13:42,Debito,7.5,2025-01-01
727-75-6477,São Paulo,Normal,Homem,Acessorios Eletronicos,28.84,4,115.36,14:44,Debito,6.4,2025-01-01
744-02-5987,Rio de Janeiro,Membro,Homem,Casa e Estilo de Vida,78.38,6,470.28,14:16,Pix,5.8,2025-01-01
307-83-9164,Rio de Janeiro,Membro,Homem,Casa e Estilo de Vida,60.01,4,240.04,15:54,Debito,4.5,2025-01-01
779-06-0012,São Paulo,Membro,Mulher,Casa e Estilo de Vida,88.61,1,88.61,10:21,Debito,7.7,2025-01-01
446-47-6729,São Paulo,Normal,Homem,Moda,99.82,2,199.64,18:09,Cartao de Credito,6.7,2025-01-02
573-10-3877,Manaus,Membro,Homem,Saude e Beleza,39.01,1,39.01,16:46,Cartao de Credito,4.7,2025-01-02
735-06-4124,São Paulo,Normal,Homem,Alimentos e Bebidas,48.61,1,48.61,15:31,Debito,4.4,2025-01-02
439-54-7422,Rio de Janeiro,Normal,Mulher,Acessorios Eletronicos,51.19,4,204.76,17:15,Cartao de Credito,4.7,2025-01-02
396-90-2219,Manaus,Normal,Mulher,Acessorios Eletronicos,14.96,8,119.68,12:29,Debito,8.6,2025-01-02
411-77-0180,Rio de Janeiro,Membro,Homem,Acessorios Eletronicos,72.2,7,505.4,20:14,Pix,4.3,2025-01-02
286-01-5402,Rio de Janeiro,Normal,Mulher,Esportes e Viagens,40.23,7,281.61,13:22,Debito,9.6,2025-01-02
803-17-8013,Rio de Janeiro,Membro,Mulher,Casa e Estilo de Vida,88.79,8,710.32,17:09,Debito,4.1,2025-01-02
512-98-1403,Rio de Janeiro,Membro,Mulher,Acessorios Eletronicos,26.48,3,79.44,10:40,Pix,4.7,2025-01-02
848-42-2560,Rio de Janeiro,Normal,Mulher,Moda,81.91,2,163.82,17:43,Debito,7.8,2025-01-02
532-59-7201,Manaus,Membro,Homem,Esportes e Viagens,79.93,6,479.58,14:04,Debito,5.5,2025-01-02
181-94-6432,São Paulo,Membro,Homem,Moda,69.33,2,138.66,19:05,Pix,9.7,2025-01-02
870-76-1733,Rio de Janeiro,Membro,Mulher,Alimentos e Bebidas,14.23,5,71.15,10:08,Cartao de Credito,4.4,2025-01-02
423-64-4619,Rio de Janeiro,Membro,Mulher,Saude e Beleza,15.55,9,139.95,13:12,Debito,5.0,2025-01-02
227-07-4446,São Paulo,Membro,Mulher,Acessorios Eletronicos,78.13,10,781.3,20:51,Debito,4.4,2025-01-02
174-36-3675,São Paulo,Membro,Homem,Alimentos e Bebidas,99.37,2,198.74,17:29,Debito,5.2,2025-01-02
428-83-5800,São Paulo,Membro,Mulher,Alimentos e Bebidas,21.08,3,63.24,10:25,Debito,7.3,2025-01-02
603-07-0961,São Paulo,Membro,Homem,Acessorios Eletronicos,74.79,5,373.95,11:34,Debito,4.9,2025-01-02
704-20-4138,São Paulo,Membro,Mulher,Saude e Beleza,29.67,7,207.69,18:58,Cartao de Credito,8.1,2025-01-02
787-15-1757,São Paulo,Membro,Homem,Saude e Beleza,44.07,4,176.28,16:28,Pix,8.4,2025-01-02
649-11-3678,São Paulo,Normal,Mulher,Alimentos e Bebidas,22.93,9,206.37,20:26,Debito,5.5,2025-01-02
622-20-1945,São Paulo,Normal,Mulher,Saude e Beleza,39.42,1,39.42,15:08,Debito,8.4,2025-01-02
372-94-8041,Rio de Janeiro,Normal,Homem,Saude e Beleza,15.26,6,91.56,18:03,Pix,9.8,2025-01-02
563-91-7120,Rio de Janeiro,Normal,Mulher,Moda,61.77,5,308.85,13:21,Debito,6.7,2025-01-02
746-54-5508,Rio de Janeiro,Normal,Homem,Casa e Estilo de Vida,21.52,6,129.12,12:48,Cartao de Credito,9.4,2025-01-02
276-54-0879,Manaus,Normal,Homem,Esportes e Viagens,97.74,4,390.96,19:53,Pix,6.4,2025-01-02
815-11-1168,Rio de Janeiro,Membro,Homem,Alimentos e Bebidas,99.78,5,498.9,19:09,Debito,5.4,2025-01-02
719-76-3868,São Paulo,Membro,Homem,Alimentos e Bebidas,94.26,4,377.04,16:30,Debito,8.6,2025-01-02
730-61-8757,Manaus,Membro,Homem,Saude e Beleza,51.13,4,204.52,10:11,Cartao de Credito,4.0,2025-01-02
340-66-0321,Rio de Janeiro,Membro,Homem,Acessorios Eletronicos,36.36,4,145.44,13:07,Debito,7.6,2025-01-02
868-81-1752,Manaus,Normal,Homem,Casa e Estilo de Vida,22.02,9,198.18,18:48,Debito,6.8,2025-01-02
634-97-8956,Rio de Janeiro,Normal,Homem,Alimentos e Bebidas,32.9,3,98.7,17:27,Cartao de Credito,9.1,2025-01-02
566-71-1091,Rio de Janeiro,Normal,Homem,Moda,77.02,5,385.1,15:59,Debito,5.5,2025-01-02
442-48-3607,Rio de Janeiro,Membro,Homem,Alimentos e Bebidas,23.48,2,46.96,11:21,Cartao de Credito,7.9,2025-01-02
835-16-0096,São Paulo,Membro,Homem,Esportes e Viagens,14.7,5,73.5,13:48,Pix,8.5,2025-01-02
527-09-6272,Rio de Janeiro,Membro,Mulher,Acessorios Eletronicos,28.45,5,142.25,10:17,Cartao de Credito,9.1,2025-01-02
898-04-2717,Rio de Janeiro,Normal,Homem,Moda,76.4,9,687.6,15:49,Pix,7.5,2025-01-02
692-27-8933,Manaus,Normal,Mulher,Esportes e Viagens,57.95,6,347.7,13:02,Debito,5.2,2025-01-02
633-09-3463,São Paulo,Normal,Mulher,Acessorios Eletronicos,47.65,3,142.95,12:58,Cartao de Credito,9.5,2025-01-02
374-17-3652,Manaus,Membro,Mulher,Alimentos e Bebidas,42.82,9,385.38,15:26,Cartao de Credito,8.9,2025-01-02
378-07-7001,Manaus,Membro,Homem,Acessorios Eletronicos,48.09,3,144.27,18:23,Cartao de Credito,7.8,2025-01-02
433-75-6987,Manaus,Membro,Mulher,Saude e Beleza,55.97,7,391.79,19:06,Pix,8.9,2025-01-02
873-95-4984,Manaus,Membro,Mulher,Saude e Beleza,76.9,7,538.3,20:21,Debito,7.7,2025-01-02
416-13-5917,São Paulo,Normal,Mulher,Alimentos e Bebidas,97.03,5,485.15,16:24,Pix,9.3,2025-01-02
150-89-8043,Rio de Janeiro,Normal,Homem,Esportes e Viagens,44.65,3,133.95,15:04,Debito,6.2,2025-01-02
135-84-8019,Rio de Janeiro,Normal,Mulher,Moda,77.93,9,701.37,16:10,Pix,7.6,2025-01-02
441-94-7118,Rio de Janeiro,Membro,Homem,Acessorios Eletronicos,71.95,1,71.95,12:14,Debito,7.3,2025-01-02
725-96-3778,São Paulo,Membro,Mulher,Casa e Estilo de Vida,89.25,8,714.0,10:13,Debito,4.7,2025-01-02
531-80-1784,Rio de Janeiro,Normal,Homem,Acessorios Eletronicos,26.02,7,182.14,17:38,Debito,5.1,2025-01-02
400-45-1220,Manaus,Normal,Mulher,Saude e Beleza,13.5,10,135.0,11:06,Cartao de Credito,4.8,2025-01-02
860-79-0874,São Paulo,Membro,Mulher,Moda,99.3,10,993.0,14:53,Cartao de Credito,6.6,2025-01-02
834-61-8124,Rio de Janeiro,Normal,Homem,Acessorios Eletronicos,51.69,7,361.83,18:22,Debito,5.5,2025-01-02
115-99-4379,Manaus,Membro,Mulher,Moda,54.73,7,383.11,19:02,Cartao de Credito,8.5,2025-01-02
565-67-6697,Manaus,Membro,Homem,Casa e Estilo de Vida,27.0,9,243.0,14:16,Debito,4.8,2025-01-02
320-49-6392,São Paulo,Normal,Mulher,Acessorios Eletronicos,30.24,1,30.24,15:44,Debito,8.4,2025-01-02
889-04-9723,Manaus,Membro,Mulher,Alimentos e Bebidas,89.14,4,356.56,12:20,Cartao de Credito,7.8,2025-01-02
632-90-0281,São Paulo,Normal,Mulher,Moda,37.55,10,375.5,20:01,Cartao de Credito,9.3,2025-01-02
554-42-2417,São Paulo,Normal,Mulher,Esportes e Viagens,95.44,10,954.4,13:45,Debito,5.2,2025-01-02
453-63-6187,Manaus,Normal,Homem,Acessorios Eletronicos,27.5,3,82.5,15:40,Pix,6.5,2025-01-02
578-80-7669,Manaus,Normal,Homem,Esportes e Viagens,74.97,1,74.97,16:58,Debito,5.6,2025-01-02
612-36-5536,Rio de Janeiro,Membro,Homem,Alimentos e Bebidas,80.96,8,647.68,11:12,Cartao de Credito,7.4,2025-01-02
605-72-4132,São Paulo,Normal,Mulher,Alimentos e Bebidas,94.47,8,755.76,15:12,Debito,9.1,2025-01-02
471-41-2823,São Paulo,Normal,Homem,Alimentos e Bebidas,99.79,2,199.58,20:37,Pix,8.0,2025-01-02
462-67-9126,Rio de Janeiro,Normal,Homem,Casa e Estilo de Vida,73.22,6,439.32,17:44,Debito,7.2,2025-01-02
272-27-9238,São Paulo,Normal,Mulher,Alimentos e Bebidas,41.24,4,164.96,16:23,Debito,7.1,2025-01-02
834-25-9262,São Paulo,Normal,Mulher,Moda,81.68,4,326.72,12:12,Debito,9.1,2025-01-02
122-61-9553,São Paulo,Normal,Mulher,Acessorios Eletronicos,51.32,9,461.88,19:33,Debito,5.6,2025-01-02
468-88-0009,Rio de Janeiro,Membro,Homem,Casa e Estilo de Vida,65.94,4,263.76,10:29,Debito,6.0,2025-01-02
613-59-9758,São Paulo,Normal,Mulher,Esportes e Viagens,14.36,10,143.6,14:28,Debito,5.4,2025-01-02
254-31-0042,Rio de Janeiro,Membro,Homem,Acessorios Eletronicos,21.5,9,193.5,12:46,Cartao de Credito,7.8,2025-01-02
201-86-2184,Manaus,Membro,Mulher,Acessorios Eletronicos,26.26,7,183.82,19:40,Debito,9.9,2025-01-02
261-12-8671,Manaus,Normal,Mulher,Moda,60.96,2,121.92,19:39,Cartao de Credito,4.9,2025-01-02
730-70-9830,São Paulo,Normal,Mulher,Casa e Estilo de Vida,70.11,6,420.66,17:54,Pix,5.2,2025-01-02
382-25-8917,São Paulo,Normal,Homem,Moda,42.08,6,252.48,12:25,Debito,8.9,2025-01-02
422-29-8786,Rio de Janeiro,Normal,Mulher,Casa e Estilo de Vida,67.09,5,335.45,16:47,Cartao de Credito,9.1,2025-01-02
667-23-5919,Rio de Janeiro,Membro,Mulher,Moda,96.7,5,483.5,12:52,Pix,7.0,2025-01-02
843-01-4703,Manaus,Membro,Mulher,Casa e Estilo de Vida,35.38,9,318.42,19:50,Cartao de Credito,9.6,2025-01-02
743-88-1662,São Paulo,Normal,Homem,Esportes e Viagens,95.49,7,668.43,18:17,Pix,8.7,2025-01-02
595-86-2894,São Paulo,Membro,Homem,Moda,96.98,4,387.92,17:20,Pix,9.4,2025-01-02
182-69-8360,Manaus,Normal,Mulher,Acessorios Eletronicos,23.65,4,94.6,13:32,Cartao de Credito,4.0,2025-01-02
289-15-7034,Rio de Janeiro,Membro,Homem,Esportes e Viagens,82.33,4,329.32,10:37,Cartao de Credito,7.5,2025-01-02
462-78-5240,São Paulo,Normal,Mulher,Acessorios Eletronicos,26.61,2,53.22,14:35,Debito,4.2,2025-01-02
868-52-7573,Manaus,Normal,Mulher,Alimentos e Bebidas,99.69,5,498.45,12:09,Debito,9.9,2025-01-02
153-58-4872,São Paulo,Membro,Mulher,Alimentos e Bebidas,74.89,4,299.56,15:32,Pix,4.2,2025-01-02
662-72-2873,Rio de Janeiro,Normal,Mulher,Alimentos e Bebidas,40.94,5,204.7,13:58,Pix,9.9,2025-01-02
525-88-7307,Manaus,Membro,Homem,Esportes e Viagens,75.82,1,75.82,13:19,Debito,5.8,2025-01-02
689-16-9784,São Paulo,Normal,Homem,Alimentos e Bebidas,46.77,6,280.62,13:37,Debito,6.0,2025-01-02
725-56-0833,Rio de Janeiro,Normal,Mulher,Saude e Beleza,32.32,10,323.2,16:49,Cartao de Credito,10.0,2025-01-02
394-41-0748,São Paulo,Membro,Mulher,Moda,54.07,9,486.63,14:55,Pix,9.5,2025-01-02
596-42-3999,Manaus,Normal,Homem,Alimentos e Bebidas,18.22,7,127.54,14:04,Cartao de Credito,6.6,2025-01-02
541-89-9860,São Paulo,Membro,Mulher,Moda,80.48,3,241.44,12:31,Debito,8.1,2025-01-02
173-82-9529,Manaus,Normal,Mulher,Moda,37.95,10,379.5,14:51,Debito,9.7,2025-01-02
563-36-9814,Rio de Janeiro,Membro,Homem,Acessorios Eletronicos,76.82,1,76.82,18:27,Pix,7.2,2025-01-02
308-47-4913,Rio de Janeiro,Membro,Mulher,Esportes e Viagens,52.26,10,522.6,12:45,Cartao de Credito,6.2,2025-01-02
885-17-6250,Rio de Janeiro,Normal,Mulher,Saude e Beleza,79.74,1,79.74,10:36,Pix,7.3,2025-01-02
726-27-2396,Rio de Janeiro,Normal,Mulher,Saude e Beleza,77.5,5,387.5,20:36,Pix,4.3,2025-01-02
316-01-3952,Rio de Janeiro,Normal,Mulher,Alimentos e Bebidas,54.27,5,271.35,14:16,Pix,4.6,2025-01-02
760-54-1821,Manaus,Normal,Homem,Casa e Estilo de Vida,13.59,9,122.31,10:26,Debito,5.8,2025-01-02
793-10-3222,Manaus,Membro,Mulher,Saude e Beleza,41.06,6,246.36,13:30,Cartao de Credito,8.3,2025-01-02
346-12-3257,Manaus,Membro,Homem,Acessorios Eletronicos,19.24,9,173.16,16:28,Debito,8.0,2025-01-02
110-05-6330,São Paulo,Normal,Mulher,Alimentos e Bebidas,39.43,6,236.58,20:18,Cartao de Credito,9.4,2025-01-02
651-61-0874,São Paulo,Normal,Homem,Casa e Estilo de Vida,46.22,4,184.88,20:04,Cartao de Credito,6.2,2025-01-02
236-86-3015,São Paulo,Membro,Homem,Casa e Estilo de Vida,13.98,1,13.98,13:38,Pix,9.8,2025-01-02
831-64-0259,Manaus,Normal,Mulher,Moda,39.75,5,198.75,10:43,Pix,9.6,2025-01-02
587-03-7455,São Paulo,Membro,Mulher,Moda,97.79,7,684.53,17:30,Pix,4.9,2025-01-02
882-40-4577,Rio de Janeiro,Membro,Homem,Esportes e Viagens,67.26,4,269.04,15:28,Cartao de Credito,8.0,2025-01-02
732-67-5346,Rio de Janeiro,Normal,Homem,Alimentos e Bebidas,13.79,5,68.95,19:07,Cartao de Credito,7.8,2025-01-02
725-32-9708,Manaus,Membro,Mulher,Moda,68.71,4,274.84,19:01,Debito,4.1,2025-01-02
256-08-8343,Rio de Janeiro,Normal,Mulher,Casa e Estilo de Vida,56.53,4,226.12,19:48,Pix,5.5,2025-01-02
372-26-1506,São Paulo,Normal,Mulher,Moda,23.82,5,119.1,19:24,Pix,5.4,2025-01-02
244-08-0162,Manaus,Normal,Mulher,Saude e Beleza,34.21,10,342.1,13:00,Debito,5.1,2025-01-02
569-71-4390,Manaus,Normal,Homem,Esportes e Viagens,21.87,2,43.74,14:29,Pix,6.9,2025-01-02
132-23-6451,Rio de Janeiro,Membro,Homem,Saude e Beleza,20.97,5,104.85,13:21,Debito,7.8,2025-01-02
696-90-2548,Rio de Janeiro,Normal,Homem,Esportes e Viagens,25.84,3,77.52,18:55,Pix,6.6,2025-01-02
472-15-9636,Rio de Janeiro,Normal,Homem,Casa e Estilo de Vida,50.93,8,407.44,19:36,Pix,9.2,2025-01-02
268-03-6164,Manaus,Normal,Homem,Saude e Beleza,96.11,1,96.11,16:28,Pix,7.8,2025-01-02
750-57-9686,São Paulo,Normal,Mulher,Casa e Estilo de Vida,45.38,4,181.52,13:48,Cartao de Credito,8.7,2025-01-02
186-09-3669,São Paulo,Membro,Mulher,Saude e Beleza,81.51,1,81.51,10:57,Pix,9.2,2025-01-02
848-07-1692,Manaus,Normal,Mulher,Saude e Beleza,57.22,2,114.44,17:13,Pix,8.3,2025-01-02
745-71-3520,Rio de Janeiro,Membro,Mulher,Acessorios Eletronicos,25.22,7,176.54,10:23,Debito,8.2,2025-01-02
266-76-6436,São Paulo,Membro,Mulher,Alimentos e Bebidas,38.6,3,115.8,13:57,Pix,7.5,2025-01-02
740-22-2500,São Paulo,Normal,Mulher,Acessorios Eletronicos,84.05,3,252.15,13:29,Debito,9.8,2025-01-02
271-88-8734,São Paulo,Membro,Mulher,Moda,97.21,10,972.1,13:00,Cartao de Credito,8.7,2025-01-02
301-81-8610,Manaus,Membro,Homem,Moda,25.42,8,203.36,19:42,Cartao de Credito,6.7,2025-01-02
489-64-4354,São Paulo,Normal,Homem,Moda,16.28,1,16.28,15:36,Debito,5.0,2025-01-02
198-84-7132,Manaus,Membro,Homem,Moda,40.61,9,365.49,13:40,Debito,7.0,2025-01-02
269-10-8440,Rio de Janeiro,Membro,Homem,Saude e Beleza,53.17,7,372.19,18:01,Debito,8.9,2025-01-02
650-98-6268,Manaus,Membro,Mulher,Alimentos e Bebidas,20.87,3,62.61,13:53,Cartao de Credito,8.0,2025-01-02
741-73-3559,Manaus,Normal,Homem,Esportes e Viagens,67.27,5,336.35,17:27,Debito,6.9,2025-01-02
325-77-6186,Rio de Janeiro,Membro,Mulher,Casa e Estilo de Vida,90.65,10,906.5,10:53,Pix,7.3,2025-01-02
286-75-7818,Manaus,Normal,Homem,Moda,69.08,2,138.16,19:48,Cartao de Credito,6.9,2025-01-02
574-57-9721,São Paulo,Normal,Homem,Alimentos e Bebidas,43.27,2,86.54,16:53,Pix,5.7,2025-01-02
459-50-7686,Rio de Janeiro,Normal,Mulher,Acessorios Eletronicos,23.46,6,140.76,19:14,Pix,6.4,2025-01-02
616-87-0016,Manaus,Normal,Homem,Moda,95.54,7,668.78,14:36,Cartao de Credito,9.6,2025-01-02
837-55-7229,Manaus,Normal,Mulher,Moda,47.44,1,47.44,18:19,Cartao de Credito,6.8,2025-01-02
751-69-0068,São Paulo,Normal,Homem,Esportes e Viagens,99.24,9,893.16,19:09,Pix,9.0,2025-01-02
257-73-1380,São Paulo,Membro,Homem,Esportes e Viagens,82.93,4,331.72,16:51,Pix,9.6,2025-01-02
345-08-4992,Rio de Janeiro,Normal,Homem,Casa e Estilo de Vida,33.99,6,203.94,15:37,Cartao de Credito,7.7,2025-01-02
549-96-4200,São Paulo,Membro,Homem,Alimentos e Bebidas,17.04,4,68.16,20:15,Pix,7.0,2025-01-02
810-60-6344,São Paulo,Normal,Mulher,Acessorios Eletronicos,40.86,8,326.88,14:38,Cartao de Credito,6.5,2025-01-02
450-28-2866,São Paulo,Membro,Homem,Alimentos e Bebidas,17.44,5,87.2,19:25,Debito,8.1,2025-01-02
